MEMBER_ID,MEMBER_NAME,MEMBER_DOB,MEMBER_EMPLOYMENT,MEMBER_GENDER,MEMBER_CITY_TOWN,MEMBER_STATE,MEMBER_CONTACT_VERIFIED,PORTFOLIO,INTITIAL_INVVESTMENT,ORG_INVST,TEMP_OPTIMIZED
MID006364,Lezlie Tomblin,02-01-1989,The University of Newcastle,Male,Lawson,New South Wales,N,"['AB', 'OCST', 'SM', 'TWM', 'CCSO', 'ABT']",11000,"{'Initial Investment': '$11,000.00', 'Expected Final Portfolio Value': '$13,595.45', 'Median Final Portfolio Value': '$13,396.37', 'Standard Deviation of Final Portfolio Value': '$2,833.00', 'Value at Risk (VaR 95%)': '$1,630.46', 'Conditional Value at Risk (CVaR 95%)': '$2,382.41', 'Probability of Loss': '19.60%', 'Sharpe Ratio': '0.9161'}","[{'Initial Investment': '$11,000.00', 'Expected Final Portfolio Value': '$14,139.60', 'Median Final Portfolio Value': '$13,795.15', 'Standard Deviation of Final Portfolio Value': '$3,015.99', 'Value at Risk (VaR 95%)': '$1,141.51', 'Conditional Value at Risk (CVaR 95%)': '$2,047.22', 'Probability of Loss': '12.00%', 'Sharpe Ratio': '1.0410'}, array([6.08993011e+02, 3.66657168e+03, 4.22887266e+02, 2.10646930e-12,
       1.82144339e+03, 0.00000000e+00, 4.48010465e+03])]"
MID006365,Serina Shealy,13-12-1976,The University of Melbourne,Female,Bathurst,New South Wales,N,"['FWC', 'AB', 'ABC', 'HD', 'OK']",1000,"{'Initial Investment': '$1,000.00', 'Expected Final Portfolio Value': '$1,219.80', 'Median Final Portfolio Value': '$1,205.21', 'Standard Deviation of Final Portfolio Value': '$242.15', 'Value at Risk (VaR 95%)': '$140.39', 'Conditional Value at Risk (CVaR 95%)': '$209.54', 'Probability of Loss': '18.40%', 'Sharpe Ratio': '0.9077'}","[{'Initial Investment': '$1,000.00', 'Expected Final Portfolio Value': '$1,296.73', 'Median Final Portfolio Value': '$1,268.94', 'Standard Deviation of Final Portfolio Value': '$260.38', 'Value at Risk (VaR 95%)': '$76.96', 'Conditional Value at Risk (CVaR 95%)': '$144.90', 'Probability of Loss': '11.00%', 'Sharpe Ratio': '1.1396'}, array([5.53630010e+01, 3.33324698e+02, 3.84442969e+01, 1.91497209e-13,
       1.65585763e+02, 0.00000000e+00, 4.07282241e+02])]"
MID006366,Tegan Agramonte,16-08-1997,Bond University,Male,Kingston,Tasmania,Y,"['NEK', 'PEP', 'DMC', 'OOGGL', 'TCA', 'SM', 'KRM', 'TWM', 'EPF']",50000,"{'Initial Investment': '$50,000.00', 'Expected Final Portfolio Value': '$61,924.94', 'Median Final Portfolio Value': '$61,158.39', 'Standard Deviation of Final Portfolio Value': '$13,217.90', 'Value at Risk (VaR 95%)': '$7,780.54', 'Conditional Value at Risk (CVaR 95%)': '$10,517.97', 'Probability of Loss': '17.40%', 'Sharpe Ratio': '0.9022'}","[{'Initial Investment': '$50,000.00', 'Expected Final Portfolio Value': '$63,209.44', 'Median Final Portfolio Value': '$61,465.90', 'Standard Deviation of Final Portfolio Value': '$13,719.82', 'Value at Risk (VaR 95%)': '$6,281.56', 'Conditional Value at Risk (CVaR 95%)': '$9,543.72', 'Probability of Loss': '15.80%', 'Sharpe Ratio': '0.9628'}, array([2.76815005e+03, 1.66662349e+04, 1.92221484e+03, 9.57486044e-12,
       8.27928815e+03, 0.00000000e+00, 2.03641120e+04])]"
MID006367,Garry Rodeigues,26-02-1998,University of New England,Male,Pakenham,Victoria,Y,"['OCST', 'TWM', 'OK', 'OOGGL', 'GS', 'DMC']",40000,"{'Initial Investment': '$40,000.00', 'Expected Final Portfolio Value': '$49,441.75', 'Median Final Portfolio Value': '$48,131.30', 'Standard Deviation of Final Portfolio Value': '$9,974.36', 'Value at Risk (VaR 95%)': '$5,120.70', 'Conditional Value at Risk (CVaR 95%)': '$7,731.72', 'Probability of Loss': '17.60%', 'Sharpe Ratio': '0.9466'}","[{'Initial Investment': '$40,000.00', 'Expected Final Portfolio Value': '$52,200.81', 'Median Final Portfolio Value': '$51,288.88', 'Standard Deviation of Final Portfolio Value': '$10,738.53', 'Value at Risk (VaR 95%)': '$2,861.00', 'Conditional Value at Risk (CVaR 95%)': '$5,411.54', 'Probability of Loss': '10.60%', 'Sharpe Ratio': '1.1362'}, array([2.21452004e+03, 1.33329879e+04, 1.53777188e+03, 7.65988835e-12,
       6.62343052e+03, 0.00000000e+00, 1.62912896e+04])]"
MID006368,Benedict Garufi,04-04-1976,Charles Darwin University,Female,Tatura,Victoria,Y,"['GMNA', 'ABC', 'GS', 'TCA']",69000,"{'Initial Investment': '$69,000.00', 'Expected Final Portfolio Value': '$84,887.57', 'Median Final Portfolio Value': '$83,298.09', 'Standard Deviation of Final Portfolio Value': '$17,923.73', 'Value at Risk (VaR 95%)': '$10,054.57', 'Conditional Value at Risk (CVaR 95%)': '$14,823.87', 'Probability of Loss': '18.80%', 'Sharpe Ratio': '0.8864'}","[{'Initial Investment': '$69,000.00', 'Expected Final Portfolio Value': '$89,016.66', 'Median Final Portfolio Value': '$87,434.66', 'Standard Deviation of Final Portfolio Value': '$18,656.80', 'Value at Risk (VaR 95%)': '$7,112.01', 'Conditional Value at Risk (CVaR 95%)': '$12,470.54', 'Probability of Loss': '14.40%', 'Sharpe Ratio': '1.0729'}, array([3.82004707e+03, 2.29994042e+04, 2.65265648e+03, 1.32133074e-11,
       1.14254177e+04, 0.00000000e+00, 2.81024746e+04])]"
MID006369,Scarlet Munns,15-12-1977,The University of Melbourne,Male,Deloraine,Tasmania,N,"['KRM', 'AB', 'ONH', 'JJN', 'LTSA']",45000,"{'Initial Investment': '$45,000.00', 'Expected Final Portfolio Value': '$55,048.01', 'Median Final Portfolio Value': '$53,861.98', 'Standard Deviation of Final Portfolio Value': '$11,511.83', 'Value at Risk (VaR 95%)': '$6,764.97', 'Conditional Value at Risk (CVaR 95%)': '$10,053.43', 'Probability of Loss': '20.00%', 'Sharpe Ratio': '0.8728'}","[{'Initial Investment': '$45,000.00', 'Expected Final Portfolio Value': '$58,461.39', 'Median Final Portfolio Value': '$57,339.36', 'Standard Deviation of Final Portfolio Value': '$12,704.18', 'Value at Risk (VaR 95%)': '$5,589.05', 'Conditional Value at Risk (CVaR 95%)': '$8,302.55', 'Probability of Loss': '13.20%', 'Sharpe Ratio': '1.0596'}, array([2.49133505e+03, 1.49996114e+04, 1.72999336e+03, 8.61737439e-12,
       7.45135934e+03, 0.00000000e+00, 1.83277008e+04])]"
MID006370,Corinne Padilla,29-06-1969,Curtin University,Female,Manilla,New South Wales,N,"['EPF', 'MMM', 'NEK', 'ABT']",5000,"{'Initial Investment': '$5,000.00', 'Expected Final Portfolio Value': '$6,262.27', 'Median Final Portfolio Value': '$6,137.92', 'Standard Deviation of Final Portfolio Value': '$1,270.41', 'Value at Risk (VaR 95%)': '$498.67', 'Conditional Value at Risk (CVaR 95%)': '$922.59', 'Probability of Loss': '15.40%', 'Sharpe Ratio': '0.9936'}","[{'Initial Investment': '$5,000.00', 'Expected Final Portfolio Value': '$6,508.04', 'Median Final Portfolio Value': '$6,416.27', 'Standard Deviation of Final Portfolio Value': '$1,349.69', 'Value at Risk (VaR 95%)': '$472.35', 'Conditional Value at Risk (CVaR 95%)': '$925.10', 'Probability of Loss': '12.20%', 'Sharpe Ratio': '1.1173'}, array([2.76815005e+02, 1.66662349e+03, 1.92221484e+02, 9.57486044e-13,
       8.27928815e+02, 0.00000000e+00, 2.03641120e+03])]"
MID006371,Deandrea Good,30-06-1980,University of New England,Male,Lithgow,New South Wales,Y,"['EPF', 'JJN', 'OK', 'ABT', 'ONH']",10000,"{'Initial Investment': '$10,000.00', 'Expected Final Portfolio Value': '$12,110.78', 'Median Final Portfolio Value': '$12,023.67', 'Standard Deviation of Final Portfolio Value': '$2,463.36', 'Value at Risk (VaR 95%)': '$1,551.16', 'Conditional Value at Risk (CVaR 95%)': '$2,147.42', 'Probability of Loss': '19.80%', 'Sharpe Ratio': '0.8569'}","[{'Initial Investment': '$10,000.00', 'Expected Final Portfolio Value': '$13,031.77', 'Median Final Portfolio Value': '$12,668.64', 'Standard Deviation of Final Portfolio Value': '$2,737.81', 'Value at Risk (VaR 95%)': '$966.22', 'Conditional Value at Risk (CVaR 95%)': '$1,765.16', 'Probability of Loss': '12.00%', 'Sharpe Ratio': '1.1074'}, array([5.53630010e+02, 3.33324698e+03, 3.84442969e+02, 1.91497209e-12,
       1.65585763e+03, 0.00000000e+00, 4.07282241e+03])]"
MID006372,Bette Malet,26-03-2000,University of Southern Queensland,Male,Tahmoor,New South Wales,Y,"['ONH', 'GS', 'KRM', 'DMC', 'PEP', 'MMM', 'OK', 'TWM']",1000000,"{'Initial Investment': '$1,000,000.00', 'Expected Final Portfolio Value': '$1,214,833.54', 'Median Final Portfolio Value': '$1,206,095.43', 'Standard Deviation of Final Portfolio Value': '$233,513.62', 'Value at Risk (VaR 95%)': '$155,490.45', 'Conditional Value at Risk (CVaR 95%)': '$211,537.22', 'Probability of Loss': '19.20%', 'Sharpe Ratio': '0.9200'}","[{'Initial Investment': '$1,000,000.00', 'Expected Final Portfolio Value': '$1,293,969.48', 'Median Final Portfolio Value': '$1,265,968.71', 'Standard Deviation of Final Portfolio Value': '$275,276.41', 'Value at Risk (VaR 95%)': '$111,594.35', 'Conditional Value at Risk (CVaR 95%)': '$172,967.76', 'Probability of Loss': '13.00%', 'Sharpe Ratio': '1.0679'}, array([5.53630010e+04, 3.33324698e+05, 3.84442969e+04, 1.91497209e-10,
       1.65585763e+05, 0.00000000e+00, 4.07282241e+05])]"
MID006373,Skye Lother,19-01-1965,Australian National University,Male,Longford,Tasmania,N,"['GS', 'OK', 'GMNA', 'ALPA']",10000,"{'Initial Investment': '$10,000.00', 'Expected Final Portfolio Value': '$12,315.69', 'Median Final Portfolio Value': '$12,046.62', 'Standard Deviation of Final Portfolio Value': '$2,537.75', 'Value at Risk (VaR 95%)': '$1,464.03', 'Conditional Value at Risk (CVaR 95%)': '$2,124.24', 'Probability of Loss': '17.40%', 'Sharpe Ratio': '0.9125'}","[{'Initial Investment': '$10,000.00', 'Expected Final Portfolio Value': '$12,967.28', 'Median Final Portfolio Value': '$12,760.78', 'Standard Deviation of Final Portfolio Value': '$2,658.79', 'Value at Risk (VaR 95%)': '$906.43', 'Conditional Value at Risk (CVaR 95%)': '$1,652.29', 'Probability of Loss': '12.60%', 'Sharpe Ratio': '1.1160'}, array([5.53630010e+02, 3.33324698e+03, 3.84442969e+02, 1.91497209e-12,
       1.65585763e+03, 0.00000000e+00, 4.07282241e+03])]"
MID006374,Elouise Berray,22-06-1968,The University of Adelaide,Male,Loxton,South Australia,N,"['NTIC', 'MPJ', 'HD', 'LTSA']",90000,"{'Initial Investment': '$90,000.00', 'Expected Final Portfolio Value': '$111,285.94', 'Median Final Portfolio Value': '$109,063.50', 'Standard Deviation of Final Portfolio Value': '$23,385.51', 'Value at Risk (VaR 95%)': '$12,792.08', 'Conditional Value at Risk (CVaR 95%)': '$20,218.04', 'Probability of Loss': '17.20%', 'Sharpe Ratio': '0.9102'}","[{'Initial Investment': '$90,000.00', 'Expected Final Portfolio Value': '$117,007.56', 'Median Final Portfolio Value': '$114,442.05', 'Standard Deviation of Final Portfolio Value': '$25,733.65', 'Value at Risk (VaR 95%)': '$8,508.38', 'Conditional Value at Risk (CVaR 95%)': '$13,730.21', 'Probability of Loss': '13.60%', 'Sharpe Ratio': '1.0495'}, array([4.98267009e+03, 2.99992228e+04, 3.45998672e+03, 1.72347488e-11,
       1.49027187e+04, 0.00000000e+00, 3.66554017e+04])]"
MID006375,Blondell Miceli,03-09-1972,Monash University,Male,Wattleglen,Victoria,Y,"['OK', 'JJN', 'OOGGL', 'DMC']",69000,"{'Initial Investment': '$69,000.00', 'Expected Final Portfolio Value': '$85,209.45', 'Median Final Portfolio Value': '$83,801.16', 'Standard Deviation of Final Portfolio Value': '$17,961.42', 'Value at Risk (VaR 95%)': '$10,616.94', 'Conditional Value at Risk (CVaR 95%)': '$15,822.88', 'Probability of Loss': '19.00%', 'Sharpe Ratio': '0.9025'}","[{'Initial Investment': '$69,000.00', 'Expected Final Portfolio Value': '$89,374.72', 'Median Final Portfolio Value': '$88,459.24', 'Standard Deviation of Final Portfolio Value': '$18,633.97', 'Value at Risk (VaR 95%)': '$6,440.69', 'Conditional Value at Risk (CVaR 95%)': '$11,317.98', 'Probability of Loss': '15.00%', 'Sharpe Ratio': '1.0934'}, array([3.82004707e+03, 2.29994042e+04, 2.65265648e+03, 1.32133074e-11,
       1.14254177e+04, 0.00000000e+00, 2.81024746e+04])]"
MID006376,Rory Benimadho,20-04-1974,Queensland University of Technology,Male,Tura Beach,New South Wales,Y,"['EPF', 'OOGGL', 'OCST', 'SM', 'NEK', 'MPJ', 'ABT', 'EG', 'DMC']",88000,"{'Initial Investment': '$88,000.00', 'Expected Final Portfolio Value': '$109,563.09', 'Median Final Portfolio Value': '$105,501.74', 'Standard Deviation of Final Portfolio Value': '$23,973.25', 'Value at Risk (VaR 95%)': '$11,167.82', 'Conditional Value at Risk (CVaR 95%)': '$17,672.03', 'Probability of Loss': '17.80%', 'Sharpe Ratio': '0.8995'}","[{'Initial Investment': '$88,000.00', 'Expected Final Portfolio Value': '$111,534.35', 'Median Final Portfolio Value': '$108,242.98', 'Standard Deviation of Final Portfolio Value': '$25,427.01', 'Value at Risk (VaR 95%)': '$11,247.71', 'Conditional Value at Risk (CVaR 95%)': '$15,682.49', 'Probability of Loss': '17.20%', 'Sharpe Ratio': '0.9256'}, array([4.87194409e+03, 2.93325734e+04, 3.38309813e+03, 1.68517544e-11,
       1.45715471e+04, 0.00000000e+00, 3.58408372e+04])]"
MID006377,Regenia Ketelsen,17-03-1967,Queensland University of Technology,Female,Mooroopna,Victoria,N,"['MMM', 'ABC', 'EPF', 'GS', 'PG', 'EG']",45000,"{'Initial Investment': '$45,000.00', 'Expected Final Portfolio Value': '$55,718.70', 'Median Final Portfolio Value': '$54,846.65', 'Standard Deviation of Final Portfolio Value': '$11,554.87', 'Value at Risk (VaR 95%)': '$6,066.20', 'Conditional Value at Risk (CVaR 95%)': '$9,996.69', 'Probability of Loss': '18.40%', 'Sharpe Ratio': '0.9276'}","[{'Initial Investment': '$45,000.00', 'Expected Final Portfolio Value': '$58,827.37', 'Median Final Portfolio Value': '$57,572.61', 'Standard Deviation of Final Portfolio Value': '$13,132.31', 'Value at Risk (VaR 95%)': '$4,940.02', 'Conditional Value at Risk (CVaR 95%)': '$9,021.79', 'Probability of Loss': '12.60%', 'Sharpe Ratio': '1.0529'}, array([2.49133505e+03, 1.49996114e+04, 1.72999336e+03, 8.61737439e-12,
       7.45135934e+03, 0.00000000e+00, 1.83277008e+04])]"
MID006378,Georgene Pinilla,06-04-1983,RMIT University,Male,Ulverstone,Tasmania,N,"['OK', 'MPJ']",90000,"{'Initial Investment': '$90,000.00', 'Expected Final Portfolio Value': '$110,762.22', 'Median Final Portfolio Value': '$108,219.27', 'Standard Deviation of Final Portfolio Value': '$23,494.76', 'Value at Risk (VaR 95%)': '$12,802.73', 'Conditional Value at Risk (CVaR 95%)': '$19,235.55', 'Probability of Loss': '19.40%', 'Sharpe Ratio': '0.8837'}","[{'Initial Investment': '$90,000.00', 'Expected Final Portfolio Value': '$115,638.98', 'Median Final Portfolio Value': '$114,444.82', 'Standard Deviation of Final Portfolio Value': '$24,144.99', 'Value at Risk (VaR 95%)': '$9,356.21', 'Conditional Value at Risk (CVaR 95%)': '$18,364.33', 'Probability of Loss': '13.60%', 'Sharpe Ratio': '1.0619'}, array([4.98267009e+03, 2.99992228e+04, 3.45998672e+03, 1.72347488e-11,
       1.49027187e+04, 0.00000000e+00, 3.66554017e+04])]"
MID006379,Erinn Berlanga,09-03-1972,The University of Adelaide,Female,Temora,New South Wales,N,"['PEP', 'MPJ', 'ONH', 'JJN', 'AB']",5000,"{'Initial Investment': '$5,000.00', 'Expected Final Portfolio Value': '$6,182.25', 'Median Final Portfolio Value': '$6,128.85', 'Standard Deviation of Final Portfolio Value': '$1,264.94', 'Value at Risk (VaR 95%)': '$781.52', 'Conditional Value at Risk (CVaR 95%)': '$1,087.70', 'Probability of Loss': '17.80%', 'Sharpe Ratio': '0.9346'}","[{'Initial Investment': '$5,000.00', 'Expected Final Portfolio Value': '$6,395.80', 'Median Final Portfolio Value': '$6,282.01', 'Standard Deviation of Final Portfolio Value': '$1,386.95', 'Value at Risk (VaR 95%)': '$660.88', 'Conditional Value at Risk (CVaR 95%)': '$1,009.97', 'Probability of Loss': '13.60%', 'Sharpe Ratio': '1.0064'}, array([2.76815005e+02, 1.66662349e+03, 1.92221484e+02, 9.57486044e-13,
       8.27928815e+02, 0.00000000e+00, 2.03641120e+03])]"
MID006380,Thurman Cousey,29-11-1988,Torrens University Australia,Female,Greenwell Point,New South Wales,Y,"['TCA', 'OOGGL', 'GMNA', 'OCST', 'FWC', 'ONH', 'PG', 'CCSO', 'NEK']",5000,"{'Initial Investment': '$5,000.00', 'Expected Final Portfolio Value': '$6,164.64', 'Median Final Portfolio Value': '$5,924.30', 'Standard Deviation of Final Portfolio Value': '$1,353.00', 'Value at Risk (VaR 95%)': '$699.97', 'Conditional Value at Risk (CVaR 95%)': '$1,026.73', 'Probability of Loss': '16.00%', 'Sharpe Ratio': '0.8608'}","[{'Initial Investment': '$5,000.00', 'Expected Final Portfolio Value': '$6,457.40', 'Median Final Portfolio Value': '$6,419.18', 'Standard Deviation of Final Portfolio Value': '$1,328.73', 'Value at Risk (VaR 95%)': '$491.82', 'Conditional Value at Risk (CVaR 95%)': '$860.81', 'Probability of Loss': '13.60%', 'Sharpe Ratio': '1.0968'}, array([2.76815005e+02, 1.66662349e+03, 1.92221484e+02, 9.57486044e-13,
       8.27928815e+02, 0.00000000e+00, 2.03641120e+03])]"
MID006381,Britt Moyd,22-02-1996,RMIT University,Male,Nathalia,Victoria,N,"['ABC', 'ABT', 'ONH', 'NEK', 'NTIC', 'GS']",5000,"{'Initial Investment': '$5,000.00', 'Expected Final Portfolio Value': '$6,141.50', 'Median Final Portfolio Value': '$6,021.45', 'Standard Deviation of Final Portfolio Value': '$1,284.60', 'Value at Risk (VaR 95%)': '$678.41', 'Conditional Value at Risk (CVaR 95%)': '$1,008.71', 'Probability of Loss': '17.40%', 'Sharpe Ratio': '0.8886'}","[{'Initial Investment': '$5,000.00', 'Expected Final Portfolio Value': '$6,490.85', 'Median Final Portfolio Value': '$6,329.03', 'Standard Deviation of Final Portfolio Value': '$1,377.33', 'Value at Risk (VaR 95%)': '$446.22', 'Conditional Value at Risk (CVaR 95%)': '$771.47', 'Probability of Loss': '13.80%', 'Sharpe Ratio': '1.0824'}, array([2.76815005e+02, 1.66662349e+03, 1.92221484e+02, 9.57486044e-13,
       8.27928815e+02, 0.00000000e+00, 2.03641120e+03])]"
MID006382,Ahmed Cartan,08-01-1972,Federation University Australia,Male,Quakers Hill,New South Wales,N,"['ALPA', 'JJN', 'MZNA', 'PEP']",97000,"{'Initial Investment': '$97,000.00', 'Expected Final Portfolio Value': '$120,570.76', 'Median Final Portfolio Value': '$118,732.81', 'Standard Deviation of Final Portfolio Value': '$23,829.01', 'Value at Risk (VaR 95%)': '$12,161.00', 'Conditional Value at Risk (CVaR 95%)': '$17,956.85', 'Probability of Loss': '15.60%', 'Sharpe Ratio': '0.9892'}","[{'Initial Investment': '$97,000.00', 'Expected Final Portfolio Value': '$124,706.95', 'Median Final Portfolio Value': '$121,176.40', 'Standard Deviation of Final Portfolio Value': '$27,377.07', 'Value at Risk (VaR 95%)': '$10,252.32', 'Conditional Value at Risk (CVaR 95%)': '$17,392.43', 'Probability of Loss': '15.60%', 'Sharpe Ratio': '1.0120'}, array([5.37021110e+03, 3.23324957e+04, 3.72909680e+03, 1.85752292e-11,
       1.60618190e+04, 0.00000000e+00, 3.95063774e+04])]"
MID006383,Van Kusko,16-12-1994,Deakin University,Female,Inverell,New South Wales,N,"['EG', 'DMC', 'OCST', 'TCA', 'TWM', 'SM', 'OOGGL', 'EPF']",11000,"{'Initial Investment': '$11,000.00', 'Expected Final Portfolio Value': '$13,667.84', 'Median Final Portfolio Value': '$13,325.51', 'Standard Deviation of Final Portfolio Value': '$2,910.05', 'Value at Risk (VaR 95%)': '$1,434.11', 'Conditional Value at Risk (CVaR 95%)': '$2,221.50', 'Probability of Loss': '18.40%', 'Sharpe Ratio': '0.9168'}","[{'Initial Investment': '$11,000.00', 'Expected Final Portfolio Value': '$14,117.29', 'Median Final Portfolio Value': '$13,927.33', 'Standard Deviation of Final Portfolio Value': '$3,029.20', 'Value at Risk (VaR 95%)': '$1,603.42', 'Conditional Value at Risk (CVaR 95%)': '$2,313.26', 'Probability of Loss': '15.00%', 'Sharpe Ratio': '1.0291'}, array([6.08993011e+02, 3.66657168e+03, 4.22887266e+02, 2.10646930e-12,
       1.82144339e+03, 0.00000000e+00, 4.48010465e+03])]"
MID006384,Benton Drymon,06-11-1985,The University of Newcastle,Male,Richmond,New South Wales,N,"['GMNA', 'LTSA', 'FWC', 'CCSO', 'EG', 'HD']",11000,"{'Initial Investment': '$11,000.00', 'Expected Final Portfolio Value': '$13,474.91', 'Median Final Portfolio Value': '$13,126.20', 'Standard Deviation of Final Portfolio Value': '$2,859.14', 'Value at Risk (VaR 95%)': '$1,485.85', 'Conditional Value at Risk (CVaR 95%)': '$2,507.76', 'Probability of Loss': '17.40%', 'Sharpe Ratio': '0.8656'}","[{'Initial Investment': '$11,000.00', 'Expected Final Portfolio Value': '$14,067.13', 'Median Final Portfolio Value': '$13,712.82', 'Standard Deviation of Final Portfolio Value': '$3,127.91', 'Value at Risk (VaR 95%)': '$1,231.01', 'Conditional Value at Risk (CVaR 95%)': '$2,333.70', 'Probability of Loss': '14.60%', 'Sharpe Ratio': '0.9806'}, array([6.08993011e+02, 3.66657168e+03, 4.22887266e+02, 2.10646930e-12,
       1.82144339e+03, 0.00000000e+00, 4.48010465e+03])]"
